"Title: Population Distribution by Race/Ethnicity | KFF"
"Timeframe: 2012"
"Location","White","Black","Hispanic","Asian","American Indian/Alaska Native","Native Hawaiian/Other Pacific Islander","Multiple Races","Total",Footnotes
"United States","0.630","0.121","0.170","0.049","0.010","<.01","0.023","1.000","1"
"Alabama","0.670","0.260","0.038","0.012","0.010","N/A","0.015","1.000"
"Alaska","0.632","0.034","0.057","0.060","0.142","0.010","0.067","1.000"
"Arizona","0.572","0.039","0.301","0.029","0.040","<.01","0.019","1.000"
"Arkansas","0.742","0.153","0.067","0.013","0.010","<.01","0.018","1.000"
"California","0.392","0.055","0.383","0.134","<.01","<.01","0.029","1.000"
"Colorado","0.697","0.037","0.210","0.029","0.010","<.01","0.021","1.000"
"Connecticut","0.702","0.094","0.143","0.041","<.01","N/A","0.019","1.000"
"Delaware","0.645","0.205","0.087","0.033","<.01","N/A","0.027","1.000"
"District of Columbia","0.348","0.493","0.103","0.034","<.01","N/A","0.019","1.000"
"Florida","0.569","0.151","0.234","0.025","<.01","<.01","0.018","1.000"
"Georgia","0.553","0.301","0.092","0.034","<.01","N/A","0.018","1.000"
"Hawaii","0.217","0.012","0.093","0.388","<.01","0.094","0.194","1.000"
"Idaho","0.836","<.01","0.115","0.012","0.010","N/A","0.023","1.000"
"Illinois","0.630","0.139","0.165","0.047","<.01","N/A","0.018","1.000"
"Indiana","0.811","0.089","0.063","0.016","<.01","N/A","0.019","1.000"
"Iowa","0.881","0.028","0.052","0.018","<.01","<.01","0.018","1.000"
"Kansas","0.778","0.055","0.110","0.024","0.010","N/A","0.025","1.000"
"Kentucky","0.863","0.076","0.030","0.013","<.01","N/A","0.016","1.000"
"Louisiana","0.601","0.317","0.045","0.016","0.010","N/A","0.016","1.000"
"Maine","0.942","0.010","0.015","0.010","0.010","N/A","0.019","1.000"
"Maryland","0.539","0.286","0.087","0.058","<.01","N/A","0.027","1.000"
"Massachusetts","0.754","0.063","0.101","0.058","<.01","N/A","0.023","1.000"
"Michigan","0.764","0.138","0.046","0.024","0.010","N/A","0.024","1.000"
"Minnesota","0.824","0.051","0.049","0.042","0.010","N/A","0.023","1.000"
"Mississippi","0.579","0.375","0.024","0.010","<.01","N/A","0.010","1.000"
"Missouri","0.809","0.112","0.036","0.017","<.01","N/A","0.022","1.000"
"Montana","0.872","N/A","0.030","0.010","0.067","N/A","0.021","1.000"
"Nebraska","0.815","0.045","0.097","0.020","0.010","N/A","0.015","1.000"
"Nevada","0.529","0.078","0.273","0.075","0.010","0.010","0.029","1.000"
"New Hampshire","0.919","0.011","0.030","0.022","<.01","N/A","0.016","1.000"
"New Jersey","0.581","0.124","0.186","0.088","<.01","N/A","0.019","1.000"
"New Mexico","0.398","0.017","0.471","0.013","0.088","N/A","0.014","1.000"
"New York","0.574","0.143","0.183","0.077","<.01","N/A","0.022","1.000"
"North Carolina","0.647","0.211","0.087","0.023","0.010","<.01","0.021","1.000"
"North Dakota","0.884","0.016","0.022","0.011","0.051","N/A","0.013","1.000"
"Ohio","0.809","0.119","0.032","0.017","<.01","<.01","0.022","1.000"
"Oklahoma","0.681","0.069","0.094","0.018","0.074","<.01","0.065","1.000"
"Oregon","0.778","0.016","0.121","0.038","0.010","<.01","0.032","1.000"
"Pennsylvania","0.791","0.102","0.061","0.028","<.01","N/A","0.017","1.000"
"Rhode Island","0.753","0.048","0.135","0.031","<.01","N/A","0.031","1.000"
"South Carolina","0.643","0.271","0.051","0.013","<.01","N/A","0.019","1.000"
"South Dakota","0.840","0.019","0.028","0.010","0.087","N/A","0.017","1.000"
"Tennessee","0.753","0.165","0.048","0.015","<.01","<.01","0.017","1.000"
"Texas","0.444","0.113","0.384","0.041","<.01","<.01","0.015","1.000"
"Utah","0.800","0.010","0.132","0.022","0.010","0.010","0.021","1.000"
"Vermont","0.943","0.010","0.014","0.015","N/A","N/A","0.015","1.000"
"Virginia","0.642","0.187","0.084","0.059","<.01","<.01","0.026","1.000"
"Washington","0.717","0.034","0.117","0.072","0.012","0.010","0.042","1.000"
"West Virginia","0.933","0.031","0.012","0.010","N/A","N/A","0.017","1.000"
"Wisconsin","0.831","0.058","0.062","0.024","0.010","N/A","0.017","1.000"
"Wyoming","0.848","0.010","0.095","0.010","0.017","N/A","0.023","1.000"
"Puerto Rico","0.010","N/A","0.991","N/A","N/A","N/A","<.01","1.000"

"Notes"
"For more current data using the Current Population Survey, see [Population Distribution by Race/Ethnicity (CPS)](https://www.kff.org/other/state-indicator/population-distribution-by-race-ethnicity-cps/)."
""
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information. "
""
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."

"Definitions"
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."
""
"Persons of Hispanic origin may be of any race; all other racial/ethnic groups are non-Hispanic."


Footnotes
"1. US total excludes Puerto Rico."
